time,surge,heave,pitch,fair1,fair2,fair3,power,surge_tur,heave_tur,pitch_tur,fair1_tur,fair2_tur,fair3_tur,power_tur
191.8,13.13786412,0.303949097,0.03821871,3308460,2062910,2068110,14.96557116,12.88899955,0.282190816,0.056548358,3360990,2014340,2094330,14.54601732
191.82,13.14901136,0.304181613,0.03816001,3307860,2062470,2067700,14.96553379,12.89889778,0.282453857,0.056551368,3358900,2013870,2094160,14.5451084
191.84,13.16018965,0.304301463,0.038101035,3307260,2062030,2067290,14.96549733,12.90882996,0.282604448,0.056553902,3356760,2013440,2094000,14.54407324
191.86,13.17139775,0.304308588,0.038041792,3306650,2061590,2066880,14.96546171,12.91879479,0.282642561,0.056555964,3354580,2013030,2093840,14.54283339
191.88,13.18263442,0.304202942,0.03798229,3306030,2061160,2066470,14.96542686,12.92879096,0.282568182,0.056557556,3352390,2012640,2093670,14.54148276
191.9,13.19389841,0.303984489,0.037922537,3305410,2060730,2066070,14.9653928,12.93881721,0.282381295,0.056558684,3350220,2012280,2093440,14.54017138
191.92,13.20518847,0.303653208,0.03786254,3304790,2060300,2065670,14.96535954,12.94887233,0.282081875,0.056559354,3348070,2011940,2093160,14.53882572
191.94,13.21650333,0.303209092,0.037802308,3304160,2059880,2065270,14.96532707,12.95895516,0.281669904,0.056559563,3345910,2011640,2092860,14.53719384
191.96,13.22784175,0.302652148,0.037741848,3303520,2059470,2064880,14.9652954,12.96906454,0.281145374,0.056559302,3343750,2011370,2092540,14.53521952
191.98,13.23920246,0.301982396,0.037681169,3302880,2059060,2064490,14.96526455,12.97919935,0.280508296,0.056558557,3341610,2011140,2092190,14.532895
192,13.2505842,0.301199872,0.03762028,3302230,2058650,2064100,14.96523453,12.98935843,0.279758696,0.056557312,3339470,2010960,2091830,14.53010441
192.02,13.26198571,0.300304624,0.037559187,3301580,2058250,2063720,14.96520533,12.99954064,0.278896628,0.056555548,3337360,2010810,2091450,14.52686968
192.04,13.27340573,0.299296715,0.0374979,3300920,2057860,2063340,14.96517697,13.00974478,0.277922167,0.056553249,3335300,2010690,2091060,14.52324544
192.06,13.28484298,0.298176221,0.037436426,3300260,2057470,2062970,14.96514946,13.01996965,0.276835418,0.056550402,3333300,2010570,2090680,14.51919376
192.08,13.29629621,0.29694323,0.037374775,3299590,2057090,2062610,14.96512278,13.03021397,0.27563651,0.056546993,3331370,2010470,2090300,14.51474379
192.1,13.30776413,0.295597845,0.037312953,3298920,2056710,2062250,14.96509674,13.04047643,0.274325586,0.056543013,3329520,2010360,2089930,14.50998417
192.12,13.31924549,0.294140183,0.03725097,3298240,2056350,2061890,14.96507137,13.05075574,0.272902796,0.056538453,3327730,2010270,2089580,14.5048827
192.14,13.33073901,0.292570374,0.037188834,3297560,2055990,2061550,14.96504667,13.06105058,0.27136829,0.056533304,3326010,2010180,2089260,14.49949493
192.16,13.34224341,0.29088856,0.037126552,3296880,2055630,2061210,14.96502267,13.07135965,0.269722211,0.056527561,3324390,2010080,2088950,14.49399345
192.18,13.35375743,0.289094899,0.037064134,3296190,2055290,2060870,14.96499938,13.0816817,0.267964704,0.056521224,3322830,2009980,2088680,14.48835431
192.2,13.36527979,0.287189561,0.037001588,3295490,2054950,2060550,14.96497683,13.09201547,0.266095923,0.056514289,3321320,2009910,2088450,14.48252006
192.22,13.37680922,0.28517273,0.036938921,3294790,2054620,2060230,14.96495502,13.10235974,0.264116033,0.056506754,3319870,2009850,2088260,14.47662926
192.24,13.38834445,0.283044604,0.036876143,3294090,2054300,2059920,14.96493398,13.11271331,0.26202521,0.056498632,3318550,2009760,2088060,14.4710618
192.26,13.39988419,0.280805394,0.036813262,3293390,2053990,2059610,14.96491371,13.12307497,0.25982364,0.056489951,3317350,2009630,2087860,14.46593989
192.28,13.41142718,0.278455323,0.036750287,3292680,2053680,2059320,14.96489425,13.13344355,0.257511516,0.056480741,3316250,2009490,2087670,14.46125093
192.3,13.42297215,0.275994629,0.036687225,3291980,2053380,2059030,14.96487561,13.14381782,0.255089039,0.056471029,3315210,2009320,2087500,14.4569089
192.32,13.43451781,0.273423562,0.036624085,3291270,2053090,2058750,14.96485779,13.15419656,0.252556428,0.056460837,3314230,2009160,2087360,14.45285636
192.34,13.44606289,0.270742387,0.036560875,3290560,2052810,2058470,14.96484083,13.16457852,0.249913931,0.05645018,3313210,2009040,2087280,14.44871147
192.36,13.45760613,0.267951382,0.036497605,3289850,2052530,2058210,14.96482474,13.17496242,0.247161834,0.056439062,3312170,2008960,2087230,14.44450854
192.38,13.46914625,0.265050835,0.036434282,3289140,2052270,2057950,14.96480953,13.185347,0.244300443,0.056427496,3311170,2008880,2087210,14.44049301
192.4,13.48068198,0.262041052,0.036370915,3288430,2052010,2057700,14.96479522,13.19573101,0.24133006,0.056415506,3310250,2008750,2087180,14.43691974
192.42,13.49221205,0.258922348,0.036307513,3287720,2051750,2057450,14.96478182,13.20611316,0.238250982,0.056403126,3309420,2008560,2087140,14.4338839
192.44,13.50373518,0.255695053,0.036244084,3287010,2051500,2057210,14.96476936,13.21649221,0.235063512,0.056390391,3308670,2008300,2087090,14.4312912
192.46,13.51525012,0.25235951,0.036180635,3286300,2051260,2056980,14.96475784,13.22686685,0.23176796,0.056377332,3308000,2007980,2087030,14.42909138
192.48,13.5267556,0.248916075,0.036117177,3285590,2051030,2056760,14.96474728,13.23723579,0.228364659,0.056363976,3307390,2007620,2086960,14.42720621
192.5,13.53825034,0.245365116,0.036053717,3284890,2050800,2056540,14.9647377,13.24759776,0.224853964,0.056350348,3306840,2007220,2086860,14.42560819
192.52,13.5497331,0.241707015,0.035990264,3284180,2050570,2056320,14.96472911,13.25795146,0.221236258,0.05633647,3306340,2006790,2086740,14.4242052
192.54,13.56120259,0.237942167,0.035926826,3283480,2050350,2056120,14.96472153,13.26829564,0.217511941,0.056322357,3305850,2006350,2086630,14.42282483
192.56,13.57265758,0.234070977,0.035863412,3282790,2050130,2055920,14.96471496,13.27862903,0.213681433,0.05630802,3305390,2005900,2086520,14.42149112
192.58,13.58409679,0.230093867,0.035800031,3282100,2049920,2055720,14.96470941,13.28895035,0.209745165,0.056293474,3304960,2005420,2086400,14.42030545
192.6,13.59551897,0.226011267,0.03573669,3281410,2049720,2055540,14.96470491,13.29925833,0.205703573,0.05627874,3304580,2004910,2086250,14.41939991
192.62,13.60692288,0.221823624,0.035673398,3280730,2049520,2055350,14.96470146,13.30955171,0.201557097,0.056263842,3304270,2004380,2086060,14.41885855
192.64,13.61830725,0.217531395,0.035610164,3280060,2049320,2055180,14.96469906,13.31982923,0.197306171,0.056248809,3304020,2003820,2085840,14.41879366
192.66,13.62967084,0.21313505,0.035546996,3279390,2049130,2055010,14.96469774,13.33008965,0.192951236,0.056233672,3303830,2003230,2085590,14.41917427
192.68,13.64101241,0.208635071,0.035483902,3278730,2048940,2054850,14.96469749,13.34033171,0.188492742,0.056218457,3303650,2002650,2085330,14.41983033
192.7,13.65233071,0.204031952,0.035420892,3278080,2048760,2054690,14.96469833,13.35055419,0.183931146,0.056203179,3303450,2002100,2085070,14.42063083
192.72,13.6636245,0.199326201,0.035357973,3277440,2048580,2054550,14.96470026,13.36075585,0.179266915,0.056187848,3303230,2001600,2084830,14.42154776
192.74,13.67489255,0.194518336,0.035295153,3276800,2048410,2054400,14.96470329,13.37093547,0.174500532,0.056172484,3303040,2001080,2084570,14.42284952
192.76,13.68613362,0.189608888,0.035232442,3276180,2048250,2054270,14.96470742,13.38109183,0.169632494,0.056157108,3302880,2000580,2084320,14.42446031
192.78,13.69734648,0.184598401,0.035169848,3275570,2048090,2054140,14.96471265,13.39122372,0.164663321,0.056141729,3302630,2000160,2084110,14.42582503
192.8,13.70852991,0.17948743,0.035107378,3274970,2047930,2054020,14.96471899,13.40132993,0.159593559,0.056126335,3302280,1999840,2083960,14.42673376
192.82,13.71968268,0.17427654,0.035045041,3274370,2047780,2053910,14.96472644,13.41140925,0.154423779,0.056110911,3301840,1999620,2083860,14.42720434
192.84,13.73080357,0.168966311,0.034982847,3273800,2047640,2053800,14.96473499,13.42146051,0.149154576,0.056095438,3301300,1999500,2083810,14.42707053
192.86,13.74189136,0.163557333,0.034920802,3273230,2047500,2053700,14.96474466,13.43148253,0.143786579,0.056079898,3300690,1999470,2083830,14.42632207
192.88,13.75294485,0.158050207,0.034858915,3272670,2047360,2053610,14.96475542,13.44147413,0.13832044,0.056064272,3300030,1999490,2083900,14.42512048
192.9,13.76396283,0.152445547,0.034797195,3272130,2047240,2053530,14.9647673,13.4514341,0.132756813,0.056048554,3299360,1999520,2084020,14.42362906
192.92,13.77494409,0.146743978,0.034735649,3271610,2047110,2053450,14.96478026,13.46136122,0.127096356,0.056032738,3298700,1999560,2084170,14.4218649
192.94,13.78588744,0.140946135,0.034674286,3271090,2046990,2053380,14.96479432,13.47125426,0.121339725,0.056016824,3298050,1999600,2084330,14.41991787
192.96,13.79679168,0.135052666,0.034613115,3270600,2046880,2053310,14.96480947,13.48111201,0.115487571,0.056000814,3297450,1999620,2084490,14.41790655
192.98,13.80765561,0.129064229,0.034552142,3270110,2046770,2053250,14.96482569,13.49093328,0.10954055,0.055984718,3296930,1999600,2084630,14.41591231
193,13.81847806,0.122981494,0.034491377,3269640,2046670,2053200,14.96484297,13.50071689,0.103499329,0.055968546,3296500,1999510,2084740,14.41400751
193.02,13.82925785,0.116805141,0.034430828,3269190,2046570,2053150,14.96486131,13.51046167,0.097364591,0.055952316,3296180,1999350,2084810,14.41226948
193.04,13.83999379,0.110535861,0.034370502,3268760,2046470,2053110,14.9648807,13.52016649,0.091137034,0.055936044,3295950,1999120,2084840,14.41062925
193.06,13.85068471,0.104174356,0.034310408,3268340,2046380,2053070,14.96490111,13.52983021,0.084817375,0.055919747,3295830,1998830,2084820,14.4091597
193.08,13.86132946,0.09772134,0.034250554,3267940,2046290,2053040,14.96492254,13.53945172,0.078406336,0.055903439,3295810,1998470,2084730,14.40785701
193.1,13.87192687,0.091177535,0.034190948,3267550,2046200,2053010,14.96494497,13.54902993,0.071904635,0.055887136,3295870,1998070,2084580,14.40674381
193.12,13.88247578,0.084543675,0.034131597,3267180,2046120,2052980,14.96496838,13.5585638,0.065312985,0.05587085,3296020,1997620,2084370,14.40583155
193.14,13.89297505,0.077820506,0.03407251,3266830,2046040,2052960,14.96499275,13.56805227,0.058632093,0.055854589,3296230,1997130,2084130,14.4049861
193.16,13.90342353,0.07100878,0.034013694,3266500,2045960,2052940,14.96501806,13.57749432,0.051862665,0.055838356,3296490,1996590,2083860,14.40416395
193.18,13.91382008,0.064109263,0.033955158,3266180,2045880,2052930,14.9650443,13.58688887,0.045005419,0.05582216,3296820,1996010,2083560,14.40351297
193.2,13.92416358,0.05712273,0.033896909,3265880,2045810,2052920,14.96507144,13.59623489,0.038061089,0.055806014,3297260,1995400,2083180,14.40326942
193.22,13.93445289,0.050049966,0.033838955,3265600,2045740,2052910,14.96509945,13.60553133,0.031030425,0.055789939,3297800,1994750,2082730,14.40348298
193.24,13.94468689,0.042891765,0.033781304,3265330,2045670,2052910,14.96512832,13.61477719,0.023914201,0.055773965,3298500,1994050,2082200,14.40437598
193.26,13.95486447,0.035648932,0.033723963,3265080,2045600,2052900,14.96515801,13.62397145,0.016713219,0.055758128,3299350,1993310,2081580,14.4059405
193.28,13.96498453,0.028322281,0.03366694,3264840,2045540,2052910,14.96518829,13.63311306,0.009428303,0.055742467,3300340,1992510,2080920,14.4082079
193.3,13.97504595,0.020912637,0.033610244,3264630,2045480,2052910,14.96521913,13.64220097,0.002060296,0.055727014,3301420,1991680,2080250,14.4107663
193.32,13.98504765,0.013420831,0.03355388,3264420,2045420,2052920,14.96525049,13.65123407,-0.005389944,0.055711792,3302540,1990840,2079610,14.41345568
193.34,13.99498854,0.005847708,0.033497858,3264240,2045370,2052930,14.96528235,13.66021119,-0.012921546,0.055696813,3303670,1990050,2078980,14.41618333
193.36,14.00486753,-0.001805882,0.033442184,3264070,2045320,2052950,14.96531467,13.66913121,-0.020533632,0.055682089,3304790,1989300,2078390,14.41891125
193.38,14.01468355,-0.009539077,0.033386866,3263910,2045270,2052970,14.96534742,13.67799298,-0.028225315,0.055667629,3305920,1988590,2077840,14.42164834
193.4,14.02443553,-0.017351007,0.033331911,3263780,2045230,2053000,14.96538054,13.68679538,-0.035995691,0.055653444,3307040,1987950,2077340,14.42441321
193.42,14.03412242,-0.025240794,0.033277327,3263660,2045190,2053030,14.96541402,13.69553732,-0.043843843,0.055639546,3308130,1987380,2076870,14.42724024
193.44,14.04374315,-0.03320755,0.033223121,3263550,2045150,2053060,14.96544782,13.70421773,-0.05176886,0.055625945,3309170,1986920,2076450,14.43024388
193.46,14.05329668,-0.041250378,0.0331693,3263460,2045130,2053100,14.96548189,13.71283562,-0.059769858,0.055612647,3310130,1986580,2076080,14.43334745
193.48,14.06278197,-0.049368375,0.033115872,3263390,2045100,2053150,14.96551619,13.72139007,-0.067845967,0.055599655,3310980,1986360,2075790,14.43648527
193.5,14.072198,-0.057560627,0.033062844,3263330,2045090,2053200,14.96555069,13.72988014,-0.075996317,0.055586968,3311710,1986280,2075570,14.439647
193.52,14.08154372,-0.065826212,0.033010222,3263290,2045080,2053260,14.96558535,13.73830493,-0.084220037,0.055574594,3312340,1986300,2075430,14.44299781
193.54,14.09081814,-0.074164201,0.032958015,3263260,2045070,2053320,14.96562013,13.74666351,-0.092516236,0.055562536,3312820,1986440,2075380,14.44624378
193.56,14.10002024,-0.082573656,0.032906228,3263240,2045080,2053390,14.96565485,13.7549549,-0.100883982,0.055550799,3313160,1986690,2075430,14.44934732
193.58,14.10914901,-0.091053633,0.03285487,3263250,2045090,2053470,14.96568931,13.76317809,-0.109322318,0.055539386,3313360,1987050,2075570,14.45246223
193.6,14.11820347,-0.099603178,0.032803946,3263260,2045100,2053550,14.96572348,13.77133205,-0.117830285,0.055528309,3313470,1987470,2075770,14.45573138
193.62,14.12718263,-0.108221329,0.032753465,3263290,2045130,2053640,14.96575732,13.77941575,-0.126406922,0.055517584,3313480,1987930,2076020,14.45917512
193.64,14.13608552,-0.11690712,0.032703432,3263330,2045170,2053740,14.96579078,13.78742815,-0.135051256,0.055507227,3313410,1988430,2076320,14.46271068
193.66,14.14491116,-0.125659573,0.032653855,3263390,2045210,2053850,14.96582381,13.79536822,-0.143762302,0.055497252,3313270,1988950,2076670,14.46630727
193.68,14.1536586,-0.134477706,0.03260474,3263460,2045260,2053960,14.96585638,13.80323496,-0.152539061,0.055487676,3313100,1989460,2077030,14.47006191
193.7,14.16232688,-0.14336053,0.032556093,3263540,2045320,2054080,14.96588845,13.81102737,-0.161380521,0.055478523,3312940,1989920,2077390,14.47407669
193.72,14.17091506,-0.152307045,0.032507923,3263640,2045390,2054210,14.96591998,13.81874445,-0.170285666,0.055469816,3312810,1990320,2077740,14.47833674
193.74,14.17942221,-0.16131625,0.032460235,3263750,2045470,2054340,14.96595091,13.82638523,-0.179253471,0.055461578,3312700,1990650,2078090,14.48272593
193.76,14.1878474,-0.170387133,0.032413035,3263870,2045550,2054490,14.96598122,13.83394871,-0.188282896,0.055453827,3312610,1990930,2078420,14.48711336
193.78,14.19618971,-0.179518676,0.032366331,3264010,2045650,2054640,14.96601086,13.84143389,-0.197372884,0.05544658,3312590,1991120,2078730,14.4915502
193.8,14.20444823,-0.188709857,0.032320128,3264150,2045750,2054800,14.96603979,13.84883973,-0.206522369,0.055439856,3312610,1991210,2079050,14.49591196
193.82,14.21262207,-0.197959643,0.032274433,3264310,2045870,2054960,14.96606798,13.85616519,-0.215730296,0.055433668,3312690,1991220,2079360,14.50022549
193.84,14.22071034,-0.207267001,0.032229253,3264480,2045990,2055140,14.96609538,13.86340922,-0.224995614,0.055428028,3312820,1991180,2079660,14.50445952
193.86,14.22871215,-0.216630885,0.032184593,3264660,2046120,2055320,14.96612196,13.87057079,-0.234317278,0.055422946,3313000,1991090,2079930,14.50858296
193.88,14.23662663,-0.22605025,0.032140459,3264860,2046260,2055520,14.96614767,13.87764891,-0.243694239,0.055418428,3313240,1990950,2080190,14.51258527
193.9,14.24445292,-0.235524039,0.032096859,3265060,2046420,2055720,14.9661725,13.88464262,-0.253125433,0.05541448,3313550,1990790,2080430,14.51644423
193.92,14.25219016,-0.245051193,0.032053798,3265270,2046580,2055930,14.96619639,13.89155098,-0.262609787,0.055411105,3313900,1990620,2080670,14.52007952
193.94,14.25983752,-0.254630646,0.032011282,3265500,2046750,2056150,14.96621932,13.89837307,-0.272146216,0.055408306,3314320,1990450,2080900,14.52359405
193.96,14.26739416,-0.264261328,0.031969317,3265730,2046930,2056370,14.96624124,13.90510801,-0.281733633,0.055406086,3314790,1990280,2081140,14.5269461
193.98,14.27485925,-0.273942163,0.031927908,3265970,2047120,2056610,14.96626214,13.9117549,-0.291370959,0.055404443,3315300,1990160,2081390,14.53001574
194,14.28223199,-0.283672067,0.031887063,3266220,2047320,2056860,14.96628197,13.91831291,-0.301057131,0.055403365,3315790,1990110,2081670,14.5326383
194.02,14.28951155,-0.293449956,0.031846786,3266480,2047530,2057110,14.9663007,13.92478122,-0.310791098,0.055402837,3316260,1990130,2082000,14.53483263
194.04,14.29669716,-0.303274738,0.031807083,3266750,2047750,2057380,14.96631831,13.93115902,-0.320571823,0.055402846,3316750,1990200,2082380,14.53675092
194.06,14.30378802,-0.313145316,0.031767961,3267030,2047980,2057650,14.96633477,13.93744553,-0.330398266,0.055403387,3317230,1990320,2082800,14.53844076
194.08,14.31078336,-0.323060591,0.031729424,3267310,2048220,2057940,14.96635004,13.94363996,-0.340269386,0.055404456,3317730,1990510,2083250,14.54011292
194.1,14.31768241,-0.333019456,0.031691478,3267610,2048480,2058230,14.9663641,13.94974156,-0.350184127,0.05540606,3318260,1990740,2083700,14.54195914
194.12,14.32448442,-0.343020801,0.031654128,3267910,2048740,2058540,14.96637693,13.95574962,-0.360141418,0.055408214,3318830,1991020,2084150,14.54406992
194.14,14.33118865,-0.353063514,0.031617381,3268220,2049010,2058850,14.96638849,13.96166341,-0.37014017,0.055410919,3319310,1991430,2084660,14.5458893
194.16,14.33779435,-0.363146476,0.031581242,3268530,2049300,2059180,14.96639877,13.96748227,-0.38017928,0.055414166,3319720,1991940,2085200,14.54754666
194.18,14.34430082,-0.373268566,0.031545715,3268850,2049590,2059510,14.96640775,13.97320553,-0.39025765,0.055417953,3320060,1992510,2085780,14.54917138
194.2,14.35070732,-0.383428657,0.031510806,3269180,2049900,2059860,14.96641539,13.97883254,-0.400374183,0.055422281,3320350,1993140,2086400,14.55083628
194.22,14.35701316,-0.39362562,0.031476521,3269510,2050210,2060220,14.96642168,13.98436265,-0.410527789,0.055427157,3320590,1993790,2087040,14.55261536
194.24,14.36321766,-0.403858322,0.031442864,3269850,2050540,2060580,14.96642659,13.98979519,-0.420717381,0.055432587,3320750,1994480,2087710,14.5544349
194.26,14.36932011,-0.414125628,0.03140984,3270190,2050870,2060960,14.96643012,13.99512949,-0.430941856,0.055438575,3320810,1995190,2088420,14.55619569
194.28,14.37531986,-0.424426396,0.031377455,3270540,2051220,2061350,14.96643224,14.00036487,-0.441200099,0.055445123,3320800,1995920,2089140,14.55798579
194.3,14.38121625,-0.434759485,0.031345713,3270890,2051580,2061740,14.96643293,14.00550065,-0.451490987,0.055452242,3320740,1996630,2089850,14.55996591
194.32,14.38700862,-0.445123749,0.031314619,3271250,2051950,2062150,14.96643218,14.0105362,-0.461813394,0.05545994,3320640,1997320,2090550,14.56207591
194.34,14.39269633,-0.455518039,0.031284179,3271600,2052320,2062570,14.96642998,14.01547091,-0.47216618,0.055468229,3320490,1997970,2091260,14.56425844
194.36,14.39827876,-0.465941203,0.031254396,3271970,2052710,2062990,14.9664263,14.02030414,-0.482548193,0.055477118,3320320,1998560,2091960,14.56653548
194.38,14.4037553,-0.476392087,0.031225276,3272330,2053100,2063430,14.96642114,14.02503528,-0.492958276,0.055486617,3320120,1999080,2092650,14.56886685
194.4,14.40912533,-0.486869535,0.031196823,3272700,2053510,2063870,14.96641449,14.02966373,-0.503395264,0.055496733,3319910,1999530,2093330,14.57119831
194.42,14.41438826,-0.497372388,0.031169041,3273070,2053920,2064330,14.96640633,14.03418886,-0.513857983,0.055507475,3319710,1999890,2093990,14.57355146
194.44,14.41954351,-0.507899485,0.031141936,3273450,2054340,2064790,14.96639665,14.03861004,-0.524345248,0.055518847,3319490,2000190,2094660,14.57572224
194.46,14.42459051,-0.518449662,0.031115511,3273830,2054770,2065260,14.96638545,14.04292666,-0.534855867,0.055530849,3319280,2000420,2095310,14.577765
194.48,14.42952869,-0.529021754,0.031089771,3274210,2055210,2065740,14.96637271,14.0471381,-0.545388645,0.05554348,3319070,2000590,2095960,14.5795736
194.5,14.43435751,-0.539614594,0.031064721,3274590,2055650,2066220,14.96635843,14.05124379,-0.555942387,0.055556737,3318880,2000690,2096590,14.58126382
194.52,14.43907642,-0.550227014,0.031040363,3274980,2056100,2066710,14.96634261,14.05524316,-0.566515897,0.055570623,3318750,2000730,2097210,14.58292372
194.54,14.44368491,-0.560857842,0.031016704,3275370,2056560,2067210,14.96632523,14.05913568,-0.577107993,0.05558514,3318650,2000720,2097820,14.58448545
194.56,14.44818245,-0.571505907,0.030993746,3275760,2057020,2067720,14.96630629,14.0629208,-0.587717501,0.055600288,3318580,2000670,2098440,14.58591504
194.58,14.45256855,-0.582170035,0.030971493,3276150,2057490,2068230,14.96628579,14.06659802,-0.598343255,0.055616064,3318540,2000600,2099060,14.58718933
194.6,14.4568427,-0.592849053,0.03094995,3276550,2057970,2068750,14.96626373,14.07016681,-0.608984087,0.055632468,3318550,2000500,2099690,14.58838518
194.62,14.46100444,-0.603541786,0.030929121,3276950,2058450,2069280,14.9662401,14.07362667,-0.619638833,0.055649501,3318610,2000400,2100330,14.58960221
194.64,14.46505329,-0.614247055,0.030909009,3277350,2058940,2069810,14.96621491,14.07697709,-0.630306331,0.055667166,3318690,2000320,2100970,14.59069914
194.66,14.46898879,-0.624963686,0.030889618,3277750,2059430,2070350,14.96618814,14.08021758,-0.640985418,0.055685452,3318740,2000310,2101650,14.59148676
194.68,14.4728105,-0.635690499,0.030870952,3278160,2059930,2070890,14.96615981,14.08334768,-0.651674928,0.05570434,3318720,2000410,2102390,14.59172868
194.7,14.47651798,-0.646426316,0.030853014,3278570,2060430,2071440,14.96612991,14.08636692,-0.662373689,0.055723799,3318600,2000640,2103200,14.59128486
194.72,14.48011082,-0.657169959,0.030835807,3278980,2060930,2072000,14.96609845,14.08927489,-0.67308052,0.055743794,3318380,2001020,2104070,14.59018591
194.74,14.4835886,-0.667920249,0.030819336,3279400,2061450,2072550,14.96606542,14.09207118,-0.683794228,0.055764302,3318150,2001490,2104960,14.58871942
194.76,14.48695092,-0.678676005,0.030803604,3279810,2061960,2073120,14.96603084,14.09475539,-0.694513608,0.05578531,3317890,2002070,2105880,14.58696678
194.78,14.49019741,-0.68943605,0.030788613,3280230,2062480,2073690,14.96599469,14.09732713,-0.705237466,0.055806812,3317650,2002710,2106790,14.58516898
194.8,14.49332768,-0.700199204,0.030774368,3280650,2063010,2074260,14.965957,14.09978604,-0.715964628,0.055828815,3317480,2003390,2107660,14.58364246
194.82,14.49634137,-0.710964288,0.030760871,3281070,2063540,2074840,14.96591775,14.10213179,-0.726693945,0.055851337,3317400,2004090,2108460,14.58253492
194.84,14.49923813,-0.721730124,0.030748125,3281490,2064070,2075420,14.96587697,14.10436407,-0.737424276,0.055874396,3317360,2004830,2109240,14.58161057
194.86,14.50201763,-0.732495533,0.030736134,3281920,2064610,2076010,14.96583464,14.10648258,-0.74815448,0.055898001,3317360,2005590,2109970,14.58083174
194.88,14.50467953,-0.743259338,0.0307249,3282350,2065150,2076600,14.96579078,14.10848702,-0.7588834,0.055922165,3317410,2006360,2110640,14.58029139
194.9,14.50722353,-0.754020363,0.030714426,3282780,2065690,2077200,14.9657454,14.11037709,-0.769609859,0.055946909,3317560,2007090,2111260,14.58008717
194.92,14.50964932,-0.764777431,0.030704716,3283210,2066240,2077800,14.9656985,14.11215245,-0.780332662,0.055972257,3317790,2007770,2111820,14.58018982
194.94,14.51195662,-0.775529368,0.030695771,3283650,2066800,2078400,14.96565009,14.11381276,-0.791050592,0.055998226,3318060,2008430,2112340,14.58035257
194.96,14.51414514,-0.786275001,0.030687594,3284090,2067360,2079010,14.96560018,14.11535767,-0.801762419,0.056024827,3318340,2009090,2112820,14.58045403
194.98,14.51621462,-0.797013156,0.030680189,3284530,2067920,2079620,14.96554877,14.11678682,-0.812466897,0.056052057,3318570,2009780,2113290,14.58017139
195,14.5181648,-0.807742663,0.030673557,3284970,2068480,2080230,14.96549587,14.11809989,-0.823162776,0.056079905,3318770,2010480,2113760,14.57951071
195.02,14.51999545,-0.818462353,0.0306677,3285420,2069050,2080850,14.96544149,14.11929658,-0.833848817,0.056108363,3318950,2011180,2114220,14.57857982
195.04,14.52170634,-0.829171056,0.030662622,3285870,2069630,2081470,14.96538564,14.12037665,-0.844523802,0.056137425,3319150,2011860,2114650,14.5775287
195.06,14.52329726,-0.839867608,0.030658324,3286320,2070200,2082090,14.96532832,14.12133986,-0.855186533,0.056167093,3319350,2012520,2115070,14.57640101
195.08,14.52476799,-0.850550843,0.030654809,3286780,2070780,2082720,14.96526955,14.12218602,-0.865835836,0.056197367,3319580,2013140,2115470,14.5752861
195.1,14.52611834,-0.8612196,0.030652079,3287240,2071370,2083350,14.96520934,14.12291495,-0.876470551,0.056228253,3319840,2013730,2115870,14.57418762
195.12,14.52734815,-0.871872719,0.030650136,3287710,2071950,2083980,14.96514769,14.12352649,-0.887089527,0.056259751,3320110,2014300,2116260,14.57305693
195.14,14.52845723,-0.882509041,0.030648981,3288180,2072550,2084620,14.96508461,14.12402047,-0.897691613,0.056291871,3320460,2014820,2116630,14.57216598
195.16,14.52944544,-0.893127411,0.030648617,3288660,2073140,2085260,14.96502011,14.12439674,-0.908275663,0.056324627,3320900,2015280,2116970,14.57161382
195.18,14.53031264,-0.903726676,0.030649046,3289140,2073740,2085900,14.9649542,14.12465519,-0.918840544,0.056358039,3321410,2015710,2117280,14.57138146
195.2,14.53105869,-0.914305685,0.030650268,3289630,2074340,2086540,14.96488689,14.12479569,-0.929385129,0.056392123,3322010,2016100,2117570,14.57149837
195.22,14.53168348,-0.924863291,0.030652287,3290120,2074940,2087190,14.96481819,14.12481818,-0.939908292,0.056426895,3322670,2016470,2117850,14.57187548
195.24,14.5321869,-0.935398348,0.030655102,3290620,2075550,2087840,14.96474811,14.12472258,-0.950408907,0.056462369,3323410,2016820,2118130,14.57251377
195.26,14.53256886,-0.945909716,0.030658717,3291130,2076160,2088490,14.96467665,14.12450883,-0.96088584,0.05649856,3324230,2017150,2118400,14.57343482
195.28,14.53282928,-0.956396255,0.030663132,3291650,2076780,2089150,14.96460383,14.12417687,-0.971337956,0.056535484,3325120,2017480,2118680,14.57463126
195.3,14.5329681,-0.966856829,0.030668348,3292170,2077400,2089800,14.96452965,14.12372667,-0.981764135,0.056573152,3326060,2017860,2118950,14.57604976
195.32,14.53298526,-0.977290307,0.030674368,3292710,2078020,2090460,14.96445413,14.12315823,-0.992163261,0.056611565,3326970,2018310,2119270,14.57734139
195.34,14.53288071,-0.987695559,0.030681191,3293250,2078650,2091120,14.96437726,14.12247156,-1.002534191,0.056650712,3327830,2018890,2119630,14.57819291
195.36,14.53265443,-0.998071461,0.030688819,3293800,2079280,2091790,14.96429907,14.12166669,-1.012875751,0.056690573,3328640,2019610,2120050,14.57868134
195.38,14.5323064,-1.00841689,0.030697254,3294360,2079910,2092450,14.96421955,14.12074366,-1.023186761,0.056731133,3329380,2020450,2120530,14.57879635
