time,surge,heave,pitch,fair1,fair2,fair3,power,surge_tur,heave_tur,pitch_tur,fair1_tur,fair2_tur,fair3_tur,power_tur
0,-2.71E-20,0,0,2429670,2429510,2429510,0,-2.71E-20,0,0,2429670,2429510,2429510,0
0.02,6.16E-07,6.73E-06,-3.65E-07,2427680,2431920,2432280,0.01422012,6.89E-07,6.76E-06,-5.98E-07,2425700,2433280,2432920,0.012936019
0.04,3.05E-06,1.61E-05,-1.46E-06,2424080,2432080,2432740,0.02875816,3.49E-06,1.62E-05,-2.40E-06,2420330,2434640,2433960,0.026147065
0.06,8.42E-06,6.77E-06,-3.27E-06,2419990,2431500,2432450,0.043613585,9.78E-06,7.12E-06,-5.40E-06,2414510,2435240,2434240,0.039616775
0.08,1.78E-05,-3.07E-05,-5.80E-06,2415640,2430510,2431750,0.057474405,2.10E-05,-3.00E-05,-9.61E-06,2408420,2435450,2434120,0.052057172
0.1,3.22E-05,-0.000100291,-9.05E-06,2411400,2429510,2431020,0.07098228,3.82E-05,-9.91E-05,-1.50E-05,2402420,2435660,2433950,0.06411454
0.12,5.19E-05,-0.000201158,-1.30E-05,2407510,2428720,2430490,0.08417864,6.20E-05,-0.000199401,-2.17E-05,2396750,2436100,2433990,0.075784026
0.14,7.71E-05,-0.000329648,-1.76E-05,2404050,2428230,2430240,0.09706274,9.26E-05,-0.000327179,-2.96E-05,2391590,2436780,2434290,0.087163597
0.16,0.000107465,-0.000481694,-2.30E-05,2400970,2427960,2430200,0.109633743,0.00012977,-0.000478428,-3.87E-05,2386880,2437630,2434780,0.098257035
0.18,0.000142624,-0.000654457,-2.90E-05,2398190,2427800,2430260,0.121890719,0.000172952,-0.000650336,-4.90E-05,2382550,2438520,2435330,0.109069203
0.2,0.000182103,-0.00084691,-3.57E-05,2395600,2427620,2430290,0.133832644,0.00022163,-0.000841893,-6.05E-05,2378530,2439320,2435810,0.119608036
0.22,0.000225548,-0.001059538,-4.30E-05,2393180,2427370,2430220,0.145458419,0.00027538,-0.001053592,-7.31E-05,2374810,2439960,2436130,0.129872274
0.24,0.00027277,-0.001293591,-5.10E-05,2390940,2427020,2430040,0.156766886,0.000333976,-0.001286679,-8.69E-05,2371300,2440510,2436330,0.139721988
0.26,0.000323754,-0.001550327,-5.96E-05,2388930,2426620,2429770,0.167756841,0.000397427,-0.001542406,-1.02E-04,2368080,2440980,2436410,0.149153688
0.28,0.000378625,-0.001830535,-6.88E-05,2387230,2426210,2429480,0.178427044,0.000465933,-0.00182155,-1.18E-04,2365230,2441390,2436430,0.158217389
0.3,0.00043759,-0.002134404,-7.86E-05,2385860,2425830,2429190,0.188776225,0.0005398,-0.002124295,-1.35E-04,2362820,2441770,2436430,0.166963757
0.32,0.000500869,-0.00246167,-8.90E-05,2384850,2425520,2428940,0.19880341,0.000619347,-0.002450371,-1.54E-04,2360870,2442140,2436430,0.175395904
0.34,0.000568643,-0.002811866,-1.00E-04,2384180,2425260,2428730,0.208507284,0.000704826,-0.002799309,-1.73E-04,2359440,2442440,2436410,0.183635681
0.36,0.000641024,-0.003184567,-0.000111558,2383820,2425060,2428540,0.217886451,0.000796363,-0.00317068,-0.000194076,2358490,2442670,2436370,0.191679507
0.38,0.000718046,-0.003579525,-0.000123696,2383730,2424890,2428380,0.226939474,0.000893958,-0.003564229,-0.000215931,2357970,2442820,2436300,0.199514261
0.4,0.000799679,-0.003996686,-0.000136387,2383880,2424740,2428210,0.235664874,0.000997511,-0.003979902,-0.000238871,2357840,2442880,2436190,0.207124798
0.42,0.000885856,-0.004436135,-0.000149617,2384230,2424600,2428050,0.24406113,0.00110687,-0.004417786,-0.000262871,2358060,2442850,2436040,0.214506505
0.44,0.000976497,-0.00489801,-0.000163376,2384750,2424470,2427880,0.252126678,0.001221871,-0.004878023,-0.000287909,2358550,2442750,2435860,0.221669224
0.46,0.001071537,-0.005382423,-0.00017765,2385440,2424360,2427710,0.259859918,0.001342368,-0.005360722,-0.000313965,2359290,2442590,2435670,0.228610378
0.48,0.001170936,-0.005889427,-0.000192427,2386260,2424260,2427550,0.267259219,0.001468262,-0.005865933,-0.000341024,2360230,2442380,2435470,0.235311168
0.5,0.001274691,-0.006419013,-0.000207695,2387200,2424170,2427400,0.274322915,0.001599503,-0.006393635,-0.000369075,2361330,2442170,2435280,0.241753183
0.52,0.001382821,-0.006971132,-0.000223441,2388240,2424100,2427260,0.281049317,0.001736082,-0.006943766,-0.000398109,2362550,2441940,2435100,0.247931469
0.54,0.001495365,-0.007545725,-0.000239653,2389340,2424050,2427130,0.287436707,0.001878031,-0.007516255,-0.00042811,2363900,2441680,2434900,0.253815006
0.56,0.001612367,-0.008142744,-0.000256319,2390470,2424010,2427010,0.293483347,0.00202541,-0.008111054,-0.000459057,2365340,2441410,2434690,0.259399783
0.58,0.001733865,-0.008762164,-0.000273425,2391610,2423980,2426900,0.299187471,0.002178277,-0.008728145,-0.000490931,2366770,2441140,2434500,0.264683105
0.6,0.001859885,-0.009403977,-0.000290959,2392690,2423960,2426820,0.304547294,0.002336676,-0.009367525,-0.000523719,2368110,2440920,2434340,0.26966419
0.62,0.001990438,-0.010068187,-0.000308909,2393690,2423960,2426750,0.309561004,0.002500627,-0.010029202,-0.000557412,2369290,2440750,2434240,0.274341496
0.64,0.002125524,-0.010754801,-0.00032726,2394530,2423960,2426710,0.314226772,0.002670138,-0.010713181,-0.000592007,2370170,2440690,2434190,0.278634488
0.66,0.002265132,-0.011463818,-0.000345999,2395170,2423970,2426690,0.318542743,0.002845224,-0.011419462,-0.000627504,2370680,2440760,2434210,0.282551
0.68,0.002409253,-0.012195228,-0.000365112,2395540,2423970,2426690,0.322507047,0.003025905,-0.012148037,-0.000663901,2370750,2440930,2434300,0.286129951
0.7,0.002557878,-0.012949016,-0.000384586,2395580,2423950,2426680,0.326117794,0.003212195,-0.012898885,-0.000701189,2370340,2441200,2434440,0.289407254
0.72,0.002711002,-0.013725158,-0.000404406,2395270,2423880,2426670,0.329373076,0.003404105,-0.01367198,-0.000739353,2369400,2441540,2434630,0.29238229
0.74,0.002868631,-0.014523628,-0.000424558,2394580,2423760,2426620,0.332270973,0.003601621,-0.014467289,-0.000778374,2367950,2441890,2434840,0.295165288
0.76,0.003030774,-0.0153444,-0.000445028,2393520,2423550,2426510,0.334809548,0.003804686,-0.015284775,-0.000818225,2366010,2442230,2435060,0.297743918
0.78,0.003197447,-0.016187443,-0.000465801,2392140,2423260,2426340,0.336986846,0.004013221,-0.016124394,-0.000858879,2363620,2442560,2435260,0.30007272
0.8,0.003368666,-0.017052727,-0.000486863,2390490,2422870,2426090,0.338800137,0.004227146,-0.016986111,-0.000900309,2360890,2442840,2435400,0.302108639
0.82,0.003544448,-0.017940216,-0.000508197,2388660,2422390,2425760,0.340247432,0.004446398,-0.017869892,-0.000942488,2357940,2443070,2435470,0.30384545
0.84,0.003724809,-0.018849874,-0.000529791,2386760,2421830,2425340,0.34132682,0.004670938,-0.018775704,-0.000985385,2354940,2443180,2435450,0.305304988
0.86,0.00390976,-0.019781657,-0.000551628,2384880,2421200,2424850,0.342036349,0.004900744,-0.019703513,-0.001028963,2352060,2443160,2435320,0.306482142
0.88,0.004099308,-0.020735523,-0.000573693,2383140,2420520,2424290,0.342374074,0.005135812,-0.020653286,-0.001073186,2349430,2443020,2435080,0.307338434
0.9,0.004293461,-0.021711426,-0.000595972,2381630,2419810,2423690,0.342338054,0.005376162,-0.021624991,-0.001118021,2347170,2442760,2434730,0.307840759
0.92,0.00449222,-0.022709321,-0.000618448,2380410,2419090,2423050,0.341926325,0.005621827,-0.022618596,-0.001163433,2345390,2442370,2434270,0.307982412
0.94,0.004695586,-0.023729164,-0.000641107,2379570,2418380,2422380,0.341136921,0.005872838,-0.023634067,-0.001209398,2344120,2441880,2433740,0.307794147
0.96,0.00490356,-0.024770915,-0.000663934,2379130,2417680,2421700,0.339967825,0.006129207,-0.02467136,-0.001255895,2343430,2441280,2433140,0.307269667
0.98,0.005116139,-0.025834534,-0.000686914,2379130,2417000,2421010,0.338416693,0.006390925,-0.025730431,-0.001302901,2343370,2440570,2432460,0.306403233
1,0.005333321,-0.026919985,-0.000710032,2379570,2416350,2420320,0.336481595,0.006657967,-0.026811237,-0.001350392,2343960,2439750,2431700,0.30519068
1.02,0.005555101,-0.028027233,-0.000733274,2380450,2415740,2419620,0.334160605,0.006930289,-0.02791374,-0.001398342,2345200,2438830,2430870,0.303627931
1.04,0.005781472,-0.02915625,-0.000756624,2381740,2415170,2418940,0.331451804,0.007207839,-0.02903791,-0.00144672,2347090,2437780,2429970,0.301711485
1.06,0.006012426,-0.030307005,-0.000780068,2383430,2414640,2418270,0.328353284,0.007490558,-0.030183724,-0.001495496,2349580,2436630,2429010,0.299435162
1.08,0.006247951,-0.031479473,-0.000803593,2385480,2414160,2417620,0.324863141,0.007778391,-0.031351165,-0.00154464,2352610,2435390,2428010,0.296772127
1.1,0.006488032,-0.03267363,-0.000827183,2387840,2413710,2416980,0.3209788,0.0080713,-0.032540217,-0.001594134,2356070,2434110,2426990,0.293700534
1.12,0.006732653,-0.033889453,-0.000850827,2390470,2413310,2416370,0.316698309,0.008369271,-0.033750864,-0.001643962,2359930,2432780,2425940,0.290219331
1.14,0.006981792,-0.03512692,-0.000874509,2393320,2412940,2415780,0.312019891,0.008672303,-0.03498309,-0.001694108,2364080,2431430,2424890,0.286347575
1.16,0.007235428,-0.036386012,-0.000898217,2396340,2412620,2415210,0.306941782,0.008980398,-0.036236871,-0.001744563,2368470,2430070,2423860,0.282082665
1.18,0.007493538,-0.037666709,-0.000921937,2399490,2412320,2414670,0.301462225,0.009293552,-0.037512186,-0.001795311,2373050,2428690,2422830,0.277425352
1.2,0.007756097,-0.038968992,-0.000945657,2402710,2412050,2414160,0.295579479,0.009611751,-0.038809012,-0.001846331,2377770,2427270,2421800,0.272375288
1.22,0.008023081,-0.040292844,-0.000969363,2405950,2411800,2413660,0.289291812,0.009934963,-0.040127335,-0.001897597,2382560,2425860,2420790,0.26692856
1.24,0.008294462,-0.041638245,-0.000993042,2409180,2411580,2413190,0.282597508,0.010263137,-0.04146714,-0.00194909,2387310,2424460,2419810,0.261091589
1.26,0.008570216,-0.043005176,-0.001016681,2412360,2411370,2412750,0.275494865,0.010596205,-0.042828407,-0.002000791,2391970,2423110,2418870,0.254860693
1.28,0.008850315,-0.044393617,-0.001040266,2415440,2411170,2412320,0.267982192,0.010934093,-0.044211113,-0.002052689,2396420,2421830,2417990,0.248224965
1.3,0.009134732,-0.045803548,-0.001063784,2418390,2410980,2411910,0.260057817,0.011276735,-0.045615225,-0.002104785,2400580,2420690,2417190,0.24117373
1.32,0.009423441,-0.047234944,-0.001087222,2421190,2410800,2411520,0.25172008,0.011624078,-0.047040705,-0.002157083,2404410,2419660,2416470,0.233705095
1.34,0.009716413,-0.048687783,-0.001110567,2423800,2410620,2411150,0.242967344,0.011976096,-0.048487515,-0.002209578,2407940,2418720,2415790,0.225816603
1.36,0.010013619,-0.050162036,-0.001133806,2426210,2410430,2410790,0.233797987,0.012332776,-0.049955623,-0.002262255,2411150,2417860,2415170,0.217506596
1.38,0.010315033,-0.051657676,-0.001156924,2428380,2410240,2410450,0.2242104,0.012694109,-0.051445001,-0.0023151,2413970,2417100,2414610,0.208775638
1.4,0.010620625,-0.053174672,-0.001179908,2430310,2410050,2410120,0.214202992,0.013060079,-0.05295562,-0.002368101,2416390,2416450,2414120,0.199625838
1.42,0.010930366,-0.05471299,-0.001202746,2431980,2409840,2409790,0.203774188,0.013430662,-0.054487448,-0.002421246,2418410,2415880,2413680,0.190054796
1.44,0.01124423,-0.056272595,-0.001225423,2433390,2409610,2409470,0.192922433,0.01380582,-0.05604045,-0.002474519,2420050,2415370,2413280,0.180066824
1.46,0.011562186,-0.057853448,-0.001247926,2434530,2409360,2409150,0.181646193,0.014185503,-0.057614586,-0.002527898,2421330,2414910,2412920,0.169658527
1.48,0.011884208,-0.059455506,-0.001270241,2435420,2409080,2408820,0.169943951,0.014569647,-0.059209814,-0.002581363,2422260,2414490,2412590,0.158822234
1.5,0.012210266,-0.061078727,-0.001292355,2436070,2408780,2408480,0.157814212,0.014958189,-0.060826087,-0.002634897,2422860,2414110,2412290,0.147551459
1.52,0.012540333,-0.062723062,-0.001314254,2436500,2408450,2408130,0.145255501,0.015351075,-0.062463352,-0.002688483,2423180,2413740,2412000,0.135844215
1.54,0.012874381,-0.064388461,-0.001335924,2436740,2408100,2407770,0.132266352,0.015748261,-0.064121556,-0.002742105,2423250,2413400,2411700,0.123692474
1.56,0.013212379,-0.066074871,-0.001357352,2436830,2407710,2407380,0.118845326,0.016149727,-0.065800647,-0.002795752,2423130,2413050,2411400,0.111097577
1.58,0.0135543,-0.067782238,-0.001378523,2436810,2407300,2406980,0.104991023,0.016555466,-0.067500573,-0.002849407,2422910,2412680,2411080,0.098064129
1.6,0.013900114,-0.069510504,-0.001399425,2436720,2406860,2406550,0.090702064,0.016965472,-0.069221281,-0.002903055,2422640,2412280,2410730,0.084595142
1.62,0.014249788,-0.071259609,-0.001420043,2436610,2406410,2406120,0.075977098,0.017379727,-0.070962715,-0.002956676,2422420,2411820,2410340,0.070689484
1.64,0.014603291,-0.073029493,-0.001440364,2436520,2405950,2405670,0.060814797,0.017798206,-0.072724814,-0.003010254,2422230,2411350,2409930,0.056341534
1.66,0.014960589,-0.074820094,-0.001460374,2436480,2405490,2405210,0.045213781,0.018220874,-0.074507515,-0.003063782,2422140,2410850,2409500,0.041551658
1.68,0.015321648,-0.076631347,-0.001480062,2436540,2405040,2404760,0.029172835,0.018647695,-0.076310756,-0.003117247,2422220,2410330,2409030,0.026320945
1.7,0.015686429,-0.07846319,-0.001499415,2436710,2404600,2404300,0.01269081,0.01907862,-0.078134476,-0.003170633,2422520,2409740,2408530,0.010648077
1.72,0.016054894,-0.080315557,-0.001518421,2437030,2404190,2403860,0,0.019513586,-0.079978618,-0.003223916,2423070,2409120,2408000,0
1.74,0.016427002,-0.082188383,-0.001537067,2437490,2403800,2403440,0,0.019952521,-0.081843124,-0.003277077,2423870,2408450,2407450,0
1.76,0.01680271,-0.084081605,-0.001555343,2438100,2403440,2403040,0,0.020395345,-0.083727938,-0.003330092,2424920,2407750,2406900,0
1.78,0.017181975,-0.085995159,-0.001573236,2438870,2403110,2402670,0,0.020841979,-0.085632998,-0.003382943,2426180,2407050,2406340,0
1.8,0.017564751,-0.087928982,-0.001590734,2439760,2402820,2402330,0,0.021292346,-0.087558243,-0.003435613,2427610,2406360,2405800,0
1.82,0.017950992,-0.089883011,-0.001607826,2440760,2402570,2402020,0,0.021746373,-0.089503608,-0.003488087,2429190,2405680,2405280,0
1.84,0.018340649,-0.091857182,-0.0016245,2441850,2402360,2401740,0,0.022203995,-0.091469027,-0.003540347,2430910,2405010,2404780,0
1.86,0.018733673,-0.093851434,-0.001640744,2442990,2402180,2401510,0,0.022665143,-0.093454437,-0.003592367,2432710,2404360,2404310,0
1.88,0.019130013,-0.095865702,-0.001656548,2444150,2402030,2401300,0,0.023129743,-0.095459776,-0.003644127,2434520,2403750,2403880,0
1.9,0.019529618,-0.097899924,-0.0016719,2445300,2401910,2401130,0,0.023597717,-0.09748498,-0.003695608,2436280,2403200,2403500,0
1.92,0.019932434,-0.099954034,-0.001686788,2446390,2401810,2400990,0,0.024068985,-0.099529991,-0.003746792,2437940,2402710,2403170,0
1.94,0.020338409,-0.102027966,-0.001701202,2447400,2401730,2400880,0,0.024543461,-0.101594747,-0.003797657,2439480,2402270,2402890,0
1.96,0.020747488,-0.104121654,-0.001715129,2448290,2401670,2400800,0,0.025021056,-0.103679187,-0.003848175,2440840,2401880,2402660,0
1.98,0.021159617,-0.106235029,-0.00172856,2449040,2401620,2400740,0,0.025501675,-0.105783247,-0.003898324,2441970,2401580,2402490,0
2,0.021574741,-0.108368019,-0.001741484,2449630,2401560,2400700,0,0.025985226,-0.107906859,-0.003948083,2442810,2401360,2402390,0
2.02,0.021992805,-0.110520552,-0.001753888,2450030,2401510,2400670,0,0.026471624,-0.110049955,-0.003997433,2443340,2401240,2402350,0
2.04,0.022413753,-0.112692552,-0.001765762,2450240,2401450,2400650,0,0.02696079,-0.112212459,-0.004046357,2443520,2401220,2402370,0
2.06,0.022837529,-0.114883942,-0.001777095,2450230,2401380,2400640,0,0.027452656,-0.114394292,-0.004094842,2443350,2401310,2402460,0
2.08,0.023264079,-0.117094639,-0.001787876,2450020,2401290,2400630,0,0.027947159,-0.116595373,-0.004142872,2442820,2401490,2402600,0
2.1,0.023693345,-0.119324561,-0.001798094,2449600,2401190,2400610,0,0.02844424,-0.118815622,-0.004190431,2441950,2401750,2402780,0
2.12,0.024125272,-0.121573621,-0.001807738,2448980,2401060,2400590,0,0.028943835,-0.121054959,-0.004237499,2440770,2402070,2403000,0
2.14,0.024559803,-0.12384173,-0.001816797,2448160,2400910,2400570,0,0.029445881,-0.123313301,-0.004284061,2439270,2402470,2403260,0
2.16,0.024996883,-0.126128796,-0.001825261,2447170,2400730,2400520,0,0.02995031,-0.12559056,-0.004330101,2437480,2402930,2403540,0
2.18,0.025436453,-0.128434722,-0.001833117,2446020,2400530,2400470,0,0.030457055,-0.127886641,-0.004375604,2435450,2403420,2403840,0
2.2,0.025878458,-0.130759412,-0.001840357,2444730,2400300,2400390,0,0.030966049,-0.13020144,-0.004420557,2433210,2403950,2404160,0
2.22,0.026322838,-0.133102765,-0.001846968,2443330,2400040,2400290,0,0.031477222,-0.132534843,-0.004464944,2430810,2404480,2404470,0
2.24,0.026769536,-0.135464677,-0.00185294,2441850,2399750,2400170,0,0.031990503,-0.134886735,-0.004508749,2428310,2405020,2404770,0
2.26,0.027218493,-0.137845045,-0.001858263,2440310,2399440,2400020,0,0.032505819,-0.137257006,-0.004551956,2425750,2405530,2405050,0
2.28,0.027669649,-0.140243759,-0.001862925,2438760,2399100,2399850,0,0.033023093,-0.13964555,-0.004594543,2423210,2406000,2405290,0
2.3,0.028122944,-0.142660711,-0.001866918,2437210,2398740,2399650,0,0.033542242,-0.142052266,-0.00463649,2420750,2406410,2405480,0
2.32,0.028578315,-0.145095789,-0.001870229,2435700,2398350,2399430,0,0.034063179,-0.144477055,-0.00467777,2418400,2406740,2405610,0
2.34,0.0290357,-0.14754888,-0.00187285,2434270,2397960,2399180,0,0.03458581,-0.146919817,-0.004718364,2416210,2407020,2405690,0
2.36,0.029495035,-0.15001987,-0.00187477,2432930,2397540,2398910,0,0.035110044,-0.149380445,-0.004758251,2414210,2407220,2405710,0
2.38,0.029956253,-0.152508644,-0.001875979,2431730,2397120,2398620,0,0.035635795,-0.151858827,-0.004797415,2412440,2407340,2405680,0
2.4,0.030419288,-0.155015086,-0.001876469,2430680,2396700,2398310,0,0.036162979,-0.154354844,-0.004835838,2410940,2407380,2405590,0
2.42,0.030884072,-0.157539079,-0.001876229,2429800,2396280,2397990,0,0.036691518,-0.156868378,-0.004873504,2409720,2407340,2405440,0
2.44,0.031350535,-0.160080506,-0.001875251,2429110,2395850,2397650,0,0.037221331,-0.159399303,-0.004910397,2408830,2407220,2405240,0
2.46,0.031818605,-0.162639249,-0.001873525,2428620,2395440,2397310,0,0.037752333,-0.161947479,-0.004946501,2408250,2407010,2405000,0
2.48,0.03228821,-0.165215191,-0.001871041,2428330,2395040,2396970,0,0.038284431,-0.16451277,-0.0049818,2408010,2406720,2404700,0
2.5,0.032759276,-0.167808215,-0.001867793,2428250,2394650,2396620,0,0.038817529,-0.167095045,-0.005016277,2408100,2406360,2404370,0
2.52,0.033231727,-0.170418202,-0.00186377,2428370,2394280,2396270,0,0.039351528,-0.169694191,-0.005049914,2408520,2405910,2403990,0
2.54,0.033705484,-0.173045035,-0.001858964,2428680,2393920,2395930,0,0.039886325,-0.172310099,-0.005082697,2409200,2405420,2403590,0
2.56,0.03418047,-0.175688597,-0.001853367,2429160,2393580,2395590,0,0.04042182,-0.174942661,-0.005114617,2410130,2404890,2403170,0
2.58,0.034656605,-0.178348769,-0.001846971,2429810,2393260,2395270,0,0.040957917,-0.177591769,-0.005145661,2411290,2404320,2402730,0
2.6,0.035133806,-0.181025434,-0.001839767,2430590,2392960,2394950,0,0.041494521,-0.180257309,-0.005175819,2412650,2403710,2402280,0
2.62,0.035611991,-0.183718472,-0.001831748,2431480,2392670,2394630,0,0.042031538,-0.182939161,-0.005205076,2414160,2403090,2401830,0
2.64,0.036091076,-0.186427765,-0.001822907,2432470,2392390,2394330,0,0.042568873,-0.185637203,-0.005233422,2415800,2402450,2401360,0
2.66,0.036570978,-0.189153194,-0.001813234,2433520,2392130,2394030,0,0.043106433,-0.188351312,-0.005260843,2417520,2401820,2400890,0
2.68,0.03705161,-0.191894636,-0.001802724,2434620,2391870,2393740,0,0.043644123,-0.191081367,-0.005287329,2419270,2401190,2400430,0
2.7,0.037532887,-0.19465197,-0.001791368,2435730,2391620,2393450,0,0.044181843,-0.193827241,-0.005312871,2421010,2400560,2399990,0
2.72,0.038014723,-0.197425073,-0.00177916,2436850,2391370,2393170,0,0.044719491,-0.196588806,-0.00533746,2422720,2399950,2399570,0
2.74,0.03849703,-0.200213821,-0.001766091,2437940,2391110,2392880,0,0.045256965,-0.199365935,-0.005361088,2424380,2399360,2399160,0
2.76,0.03897972,-0.203018085,-0.001752156,2439000,2390860,2392590,0,0.045794166,-0.202158513,-0.005383743,2425950,2398790,2398750,0
2.78,0.039462708,-0.205837738,-0.001737347,2440020,2390590,2392290,0,0.046330998,-0.204966432,-0.005405415,2427430,2398240,2398360,0
2.8,0.039945903,-0.20867265,-0.001721657,2440980,2390310,2391990,0,0.046867368,-0.207789585,-0.005426093,2428810,2397710,2397970,0
2.82,0.040429219,-0.211522687,-0.00170508,2441890,2390030,2391680,0,0.047403183,-0.210627862,-0.005445767,2430070,2397200,2397590,0
2.84,0.040912566,-0.214387716,-0.001687609,2442740,2389730,2391360,0,0.04793835,-0.213481148,-0.005464426,2431230,2396710,2397210,0
2.86,0.041395858,-0.217267598,-0.001669237,2443530,2389410,2391020,0,0.048472771,-0.216349312,-0.005482059,2432300,2396220,2396830,0
2.88,0.041879003,-0.220162196,-0.001649957,2444280,2389080,2390670,0,0.049006343,-0.219232215,-0.005498655,2433280,2395740,2396450,0
2.9,0.042361915,-0.223071368,-0.001629765,2444990,2388730,2390300,0,0.049538963,-0.222129713,-0.005514204,2434190,2395260,2396070,0
2.92,0.042844504,-0.22599497,-0.001608652,2445670,2388380,2389920,0,0.050070524,-0.225041661,-0.005528698,2435050,2394780,2395680,0
2.94,0.043326681,-0.228932858,-0.001586614,2446330,2388000,2389530,0,0.050600917,-0.227967915,-0.005542128,2435880,2394270,2395290,0
2.96,0.043808357,-0.231884883,-0.001563644,2446990,2387620,2389120,0,0.05113003,-0.230908323,-0.005554484,2436730,2393740,2394880,0
2.98,0.044289442,-0.234850897,-0.001539737,2447660,2387230,2388690,0,0.051657754,-0.233862735,-0.005565758,2437600,2393190,2394450,0
3,0.044769848,-0.237830748,-0.001514886,2448360,2386830,2388260,0,0.052183983,-0.236830997,-0.005575938,2438550,2392610,2393970,0
3.02,0.045249483,-0.240824284,-0.001489087,2449090,2386430,2387810,0,0.052708621,-0.239812951,-0.005585015,2439580,2392000,2393460,0
3.04,0.045728259,-0.243831351,-0.001462333,2449880,2386020,2387360,0,0.053231573,-0.242808437,-0.00559298,2440720,2391340,2392920,0
3.06,0.046206083,-0.246851793,-0.001434621,2450740,2385620,2386890,0,0.053752741,-0.245817289,-0.005599823,2441990,2390640,2392350,0
3.08,0.046682866,-0.249885455,-0.001405944,2451670,2385220,2386430,0,0.05427202,-0.248839343,-0.005605538,2443390,2389900,2391750,0
3.1,0.047158516,-0.252932178,-0.001376297,2452690,2384830,2385960,0,0.054789301,-0.25187443,-0.005610118,2444940,2389110,2391130,0
3.12,0.04763294,-0.255991805,-0.001345677,2453790,2384450,2385500,0,0.055304467,-0.254922379,-0.005613556,2446640,2388300,2390490,0
3.14,0.048106046,-0.259064175,-0.001314077,2454990,2384080,2385040,0,0.055817396,-0.257983015,-0.005615846,2448500,2387440,2389840,0
3.16,0.048577741,-0.262149128,-0.001281494,2456280,2383730,2384580,0,0.056327964,-0.261056168,-0.005616982,2450520,2386550,2389170,0
3.18,0.049047932,-0.265246502,-0.001247923,2457660,2383400,2384140,0,0.056836047,-0.264141667,-0.005616956,2452680,2385620,2388490,0
3.2,0.049516524,-0.268356135,-0.001213359,2459130,2383080,2383720,0,0.057341525,-0.267239339,-0.005615759,2454990,2384680,2387800,0
3.22,0.049983425,-0.271477864,-0.001177799,2460670,2382790,2383310,0,0.057844285,-0.270349011,-0.005613383,2457410,2383730,2387110,0
3.24,0.05044854,-0.274611525,-0.001141239,2462280,2382530,2382910,0,0.058344214,-0.273470506,-0.005609821,2459920,2382770,2386440,0
3.26,0.050911775,-0.277756953,-0.001103673,2463930,2382280,2382540,0,0.058841189,-0.276603644,-0.005605069,2462480,2381820,2385800,0
3.28,0.051373036,-0.280913984,-0.001065099,2465630,2382060,2382190,0,0.059335085,-0.279748242,-0.005599122,2465070,2380900,2385180,0
3.3,0.05183223,-0.28408245,-0.001025513,2467340,2381860,2381860,0,0.059825773,-0.282904118,-0.005591977,2467660,2380000,2384600,0
3.32,0.052289264,-0.287262184,-0.000984911,2469050,2381690,2381560,0,0.060313126,-0.286071092,-0.005583628,2470210,2379140,2384050,0
3.34,0.052744043,-0.290453017,-0.00094329,2470730,2381530,2381280,0,0.060797013,-0.289248982,-0.005574071,2472710,2378320,2383550,0
3.36,0.053196477,-0.293654778,-0.000900645,2472380,2381400,2381020,0,0.061277302,-0.292437599,-0.005563301,2475100,2377540,2383090,0
3.38,0.053646472,-0.296867295,-0.000856974,2473960,2381280,2380790,0,0.061753855,-0.29563675,-0.005551312,2477370,2376820,2382700,0
3.4,0.054093938,-0.300090396,-0.000812273,2475460,2381170,2380580,0,0.062226534,-0.298846245,-0.005538098,2479490,2376150,2382350,0
3.42,0.054538783,-0.303323904,-0.000766539,2476860,2381080,2380390,0,0.062695204,-0.302065899,-0.005523656,2481420,2375550,2382070,0
3.44,0.054980919,-0.306567642,-0.000719769,2478150,2381000,2380220,0,0.063159736,-0.305295526,-0.005507979,2483150,2375020,2381830,0
3.46,0.055420257,-0.309821431,-0.000671959,2479310,2380920,2380060,0,0.063620014,-0.308534938,-0.005491062,2484670,2374570,2381620,0
3.48,0.055856708,-0.313085089,-0.000623106,2480330,2380850,2379920,0,0.06407594,-0.311783951,-0.005472899,2485950,2374200,2381460,0
3.5,0.056290188,-0.316358431,-0.000573208,2481200,2380780,2379800,0,0.064527424,-0.315042383,-0.005453487,2486980,2373910,2381340,0
3.52,0.056720609,-0.319641272,-0.000522261,2481920,2380710,2379680,0,0.064974384,-0.31831006,-0.005432822,2487750,2373690,2381260,0
3.54,0.05714789,-0.322933422,-0.000470263,2482490,2380640,2379580,0,0.065416739,-0.3215868,-0.005410901,2488280,2373540,2381220,0
3.56,0.057571946,-0.32623469,-0.000417211,2482900,2380560,2379480,0,0.065854398,-0.324872407,-0.005387718,2488570,2373450,2381220,0
3.58,0.057992698,-0.329544881,-0.000363101,2483170,2380470,2379380,0,0.066287264,-0.328166681,-0.005363267,2488630,2373400,2381250,0
3.6,0.058410064,-0.332863799,-0.000307932,2483290,2380380,2379290,0,0.066715226,-0.331469425,-0.005337543,2488490,2373390,2381320,0
3.62,0.058823967,-0.336191244,-0.0002517,2483280,2380290,2379200,0,0.067138175,-0.334780455,-0.005310538,2488150,2373420,2381400,0
3.64,0.059234328,-0.339527015,-0.000194403,2483140,2380180,2379110,0,0.067556012,-0.338099589,-0.005282246,2487650,2373490,2381490,0
